,Furniture,Office Supplies,Technology
2014-06-23,487.96,91.05900000000001,0.0
2014-06-24,0.0,0.0,0.0
2014-06-25,449.454,838.16,0.0
2014-06-26,1272.184,87.688,148.48
2014-06-27,800.0020000000001,1304.2,2119.934
2014-06-28,317.946,39.510000000000005,1287.45
2014-06-29,0.0,0.0,0.0
2014-06-30,1381.2932,3078.388,62.31
2014-07-01,2105.661,1614.732,1001.5840000000001
2014-07-02,0.0,639.83,0.0
2014-07-03,0.0,169.192,0.0
2014-07-04,1016.678,459.78400000000005,5486.942
2014-07-05,0.0,0.0,0.0
2014-07-06,332.028,64.366,79.96
2014-07-07,361.37600000000003,19.002000000000002,0.0
2014-07-08,87.21000000000001,52.35600000000001,1480.6839999999997
2014-07-09,484.1,1304.2640000000001,191.9
2014-07-10,526.45,886.7839999999999,257.98
2014-07-11,18.84,340.374,0.0
2014-07-12,0.0,236.89000000000001,1492.002
2014-07-13,0.0,3.816,0.0
2014-07-14,91.00800000000001,373.94,39.593999999999994
2014-07-15,692.45,405.192,2501.292
2014-07-16,1847.529,242.8,41.9
2014-07-17,313.72400000000005,2.9120000000000004,0.0
2014-07-18,1241.149,200.76000000000002,749.964
2014-07-19,1473.888,32.936,599.97
2014-07-20,0.0,0.0,0.0
2014-07-21,539.4159999999999,1353.822,389.97
2014-07-22,661.44,843.86,2180.6440000000002
2014-07-23,526.3439999999999,0.0,29.97
2014-07-24,0.0,338.488,559.7
2014-07-25,0.0,0.0,2399.96
2014-07-26,456.79999999999995,341.94200000000006,0.0
2014-07-27,362.352,0.0,1649.95
2014-07-28,324.65000000000003,39.16,778.87
2014-07-29,0.0,24.964000000000002,1145.6000000000001
2014-07-30,418.63,273.332,699.3320000000001
2014-07-31,0.0,433.426,89.94999999999999
2014-08-01,36.96,1157.276,363.792
2014-08-02,0.0,277.72400000000005,1807.926
2014-08-03,0.0,0.0,0.0
2014-08-04,307.332,184.20000000000002,39.816
2014-08-05,0.0,20.07,0.0
2014-08-06,0.0,423.896,79.78
2014-08-07,161.14000000000001,437.93600000000004,824.95
2014-08-08,258.934,2033.69,1187.0000000000002
2014-08-09,0.0,0.0,0.0
2014-08-10,0.0,0.0,0.0
2014-08-11,121.3,247.27999999999997,1454.4900000000002
2014-08-12,0.0,555.1419999999999,153.584
2014-08-13,1834.8200000000002,1140.6999999999998,717.5640000000001
2014-08-14,455.63199999999995,2185.9480000000003,1.584
2014-08-15,418.29599999999994,22.439999999999998,0.0
2014-08-16,0.0,1949.872,0.0
2014-08-17,0.0,80.56400000000001,0.0
2014-08-18,4970.114,4377.038,170.136
2014-08-19,204.38,4472.954000000001,2401.15
2014-08-20,0.0,512.446,0.0
2014-08-21,0.0,549.11,143.84
2014-08-22,2093.584,5992.322000000001,465.1480000000001
2014-08-23,524.54,0.0,0.0
2014-08-24,2.7840000000000003,219.66400000000002,4367.896000000001
2014-08-25,0.0,685.0560000000002,0.0
2014-08-26,130.98,231.00800000000004,0.0
2014-08-27,64.96,53.72,71.98
2014-08-28,2037.7399999999998,1804.9560000000001,2347.8420000000006
2014-08-29,1137.75,270.714,35.168
2014-08-30,148.02,87.44800000000001,0.0
2014-08-31,0.0,0.0,0.0
2014-09-01,569.5680000000001,1243.954,1349.308
2014-09-02,896.72,345.1,19.99
2014-09-03,2527.552,2852.518,3974.784
2014-09-04,620.631,589.448,385.77
2014-09-05,3722.982,1477.4840000000002,159.736
2014-09-06,0.0,237.476,89.568
2014-09-07,0.0,0.0,0.0
2014-09-08,470.688,2388.661,989.216
2014-09-09,1000.2389999999999,236.072,948.016
2014-09-10,482.56399999999996,1427.003,2446.4939999999997
2014-09-11,362.352,1290.524,853.77
2014-09-12,2810.8940000000002,2529.2000000000003,223.91199999999998
2014-09-13,8.36,483.19,0.0
2014-09-14,0.0,15.920000000000002,0.0
2014-09-15,830.718,1307.0800000000002,2229.549
2014-09-16,2612.768,3482.8280000000004,1189.43
2014-09-17,22.512000000000004,633.186,193.952
2014-09-18,2335.29,658.206,1985.73
2014-09-19,30.14,872.79,609.0
2014-09-20,481.80400000000003,262.954,903.4300000000001
2014-09-21,5496.174000000001,113.824,1749.92
2014-09-22,0.0,186.212,151.96
2014-09-23,254.03,5854.139000000001,1763.044
2014-09-24,804.7320000000001,1011.1759999999999,579.8779999999999
2014-09-25,1427.24,438.57800000000003,4584.644
2014-09-26,805.736,486.517,119.96000000000001
2014-09-27,428.376,1058.2,0.0
2014-09-28,0.0,0.0,0.0
2014-09-29,42.016000000000005,462.87100000000004,54.38400000000001
2014-09-30,553.688,813.906,576.486
2014-10-01,0.0,380.78,159.98
2014-10-02,559.76,609.066,1809.64
2014-10-03,2758.4640000000004,2139.6240000000003,519.934
2014-10-04,255.20800000000003,1877.3020000000001,371.96999999999997
2014-10-05,19.98,0.0,0.0
2014-10-06,935.8020000000001,228.30800000000002,5520.505999999999
2014-10-07,41.96,1137.732,319.96
2014-10-08,462.43,739.822,1546.9579999999999
2014-10-09,145.764,83.44,379.15200000000004
2014-10-10,1333.393,163.19600000000003,0.0
2014-10-11,239.358,0.0,0.0
2014-10-12,0.0,0.0,0.0
2014-10-13,3123.328,233.788,2278.238
2014-10-14,1514.996,6648.882,241.924
2014-10-15,9.46,78.51199999999999,46.36
2014-10-16,532.96,484.9800000000001,0.0
2014-10-17,2422.558,432.526,618.5130000000001
2014-10-18,0.0,73.56,52.792
2014-10-19,0.0,0.0,0.0
2014-10-20,531.1622,1924.4520000000002,326.25600000000003
2014-10-21,328.29999999999995,989.5740000000001,15.984000000000002
2014-10-22,1470.2380000000003,1268.655,1798.308
2014-10-23,1005.3409999999999,468.278,13685.258
2014-10-24,1193.4,380.07400000000007,1778.92
2014-10-25,517.4050000000001,11.68,0.0
2014-10-26,0.0,0.0,0.0
2014-10-27,356.85,442.836,200.18199999999996
2014-10-28,746.241,145.095,194.98399999999998
2014-10-29,77.952,280.59799999999996,50.176
2014-10-30,0.0,46.96,0.0
2014-10-31,1301.758,2133.092,590.88
2014-11-01,0.0,15.16,508.76800000000003
2014-11-02,2665.62,255.81,0.0
2014-11-03,1159.624,2025.652,3109.1099999999997
2014-11-04,2524.0499999999997,407.50100000000003,1605.386
2014-11-05,523.764,473.7680000000001,9670.564
2014-11-06,396.024,815.552,1143.488
2014-11-07,2681.362,1481.478,125.91000000000001
2014-11-08,623.3219999999999,160.892,1629.1640000000002
2014-11-09,274.20000000000005,109.9,0.0
2014-11-10,883.018,2250.7200000000003,1617.7540000000001
2014-11-11,1482.52,1444.8280000000002,1080.2
2014-11-12,123.84000000000002,1656.194,35.184
2014-11-13,250.30400000000003,1375.124,1285.9579999999999
2014-11-14,2765.6532,1971.528,1896.239
2014-11-15,321.568,225.19799999999998,287.892
2014-11-16,559.2,0.0,0.0
2014-11-17,289.59,1225.466,3240.178
2014-11-18,515.4928,1722.2099999999998,11457.18
2014-11-19,152.96599999999998,1109.3200000000002,207.47000000000003
2014-11-20,2603.165,4762.138999999999,31.968000000000004
2014-11-21,880.862,274.482,1832.93
2014-11-22,98.4,382.64,1755.144
2014-11-23,0.0,35.712,0.0
2014-11-24,186.697,445.964,520.4480000000001
2014-11-25,1734.028,2832.945,392.668
2014-11-26,2639.3089999999997,686.928,339.91999999999996
2014-11-27,1375.6,463.89000000000004,3208.682
2014-11-28,65.78,1185.016,367.458
2014-11-29,4659.14,273.914,1979.89
2014-11-30,491.88800000000003,0.0,0.0
2014-12-01,4129.727999999999,1417.566,1097.988
2014-12-02,2542.292,1371.45,1417.4360000000001
2014-12-03,3527.504,2665.612,3758.066
2014-12-04,591.84,447.932,364.07000000000005
2014-12-05,992.7819999999999,199.138,1447.7179999999998
2014-12-06,321.47999999999996,796.06,335.596
2014-12-07,0.0,10.68,0.0
2014-12-08,82.38,2279.774,554.36
2014-12-09,3368.265,2632.752,1642.0240000000001
2014-12-10,1927.233,1447.079,2096.078
2014-12-11,2102.264,973.235,798.06
2014-12-12,1448.529,899.7460000000001,475.69
2014-12-13,0.0,0.0,0.0
2014-12-14,489.01599999999996,91.92000000000002,0.0
2014-12-15,1852.532,320.73199999999997,1724.45
2014-12-16,22.77,87.342,196.776
2014-12-17,197.71200000000002,321.09000000000003,339.9
2014-12-18,629.26,1398.498,0.0
2014-12-19,1380.681,2115.91,149.32
2014-12-20,115.37800000000001,1780.548,0.0
2014-12-21,0.0,377.736,0.0
2014-12-22,15.92,1772.0500000000002,352.96999999999997
2014-12-23,4086.4559999999997,1851.813,1503.752
2014-12-24,282.114,1149.692,494.97
2014-12-25,1393.4940000000001,1479.6380000000001,3359.9220000000005
2014-12-26,832.454,1465.2649999999999,401.20799999999997
2014-12-27,0.0,814.5939999999999,0.0
2014-12-28,0.0,13.248,164.388
2014-12-29,551.2568,1091.2440000000001,14.850000000000001
2014-12-30,2330.718,282.44,302.376
2014-12-31,323.136,299.724,90.93
